,gene_name,gex_predicted
0,CAPN9,0.0667665749788284
1,ILF2,1.31887638568878
2,ST6GALNAC5,1.07234311103821
3,MROH7-TTC4,0.259641647338867
4,AGO4,0.193868428468704
5,AKR1A1,87.8812103271484
6,LRRC8B,15.8366928100586
7,EFNA3,2.97995567321777
8,GSTM3,8.67028427124023
9,CRYBG2,0.2374137789011
10,CCDC24,0.293781608343124
11,ARHGEF2,5.17828702926636
12,SYNC,6.84868240356445
13,ABCA4,0.204541310667992
14,LYST,21.6051464080811
15,XCL2,0.0753633305430412
16,RBM15,91.9261093139648
17,JAK1,0.603935420513153
18,SMAP2,0.299705415964127
19,PTPN7,0.150026470422745
20,IQGAP3,23.7286682128906
21,IFI16,59.873363494873
22,PIGV,14.3107938766479
23,IRF6,26.3618850708008
24,TMEM53,27.1976509094238
25,C1QTNF12,0.643707573413849
26,CLCNKA,0.352418690919876
27,SESN2,15.9327363967896
28,HPCA,0.311266094446182
29,PRAMEF13,0.04763363301754
30,IPP,28.4762134552002
31,SELE,0.0858668014407158
32,SETDB1,53.7586555480957
33,TNFRSF9,0.171951696276665
34,PRRC2C,1.30040752887726
35,TAL1,18.2851943969727
36,PPM1J,6.64118242263794
37,ATP1A2,0.309976726770401
38,CDC20,29.7622814178467
39,MARK1,7.367919921875
40,RNF19B,11.2559785842896
41,CPTP,38.7209815979004
42,ADORA1,0.11506625264883
43,PMF1-BGLAP,176.860473632812
44,DNAH14,14.4760818481445
45,UBE2U,0.1456288844347
46,CEP104,36.3845558166504
47,DARS2,0.963935136795044
48,RNF207,2.04322552680969
49,BMP8B,0.196255922317505
50,VTCN1,0.115779161453247
51,GABPB2,8.39401817321777
52,NOS1AP,2.31938242912292
53,EPHA10,0.202890232205391
54,SRGAP2,0.257190048694611
55,SZT2,44.4150390625
56,NR5A2,0.413539499044418
57,PMVK,75.1939849853516
58,LHX8,0.0897847786545753
59,LCE3C,0.0322539582848549
60,OR10R2,0.147198483347893
61,RNF115,0.284824788570404
62,LURAP1,6.36315870285034
63,NENF,16.4599952697754
64,TMEM52,1.73446369171143
65,SRP9,222.381774902344
66,MIIP,0.386764228343964
67,P3R3URF,0.201377630233765
68,WASF2,55.503662109375
69,SMCP,0.28056475520134
70,GNB1,88.7850646972656
71,ARID1A,0.42379704117775
72,RIMKLA,1.03969836235046
73,NHLH2,0.0727806761860847
74,ST7L,51.6266708374023
75,CYP2J2,4.22914123535156
76,PRRX1,0.486731231212616
77,ZNF436,38.8137969970703
78,C1orf56,31.6992835998535
79,DDI2,33.2235565185547
80,MTOR,0.159124970436096
81,PRAMEF5,0.0550192408263683
82,TNNI3K,0.272008717060089
83,NMNAT2,0.17740672826767
84,YTHDF2,89.7724533081055
85,SFT2D2,61.8935089111328
86,FAM71A,0.547503411769867
87,FAAP20,26.6898002624512
88,SLC30A7,41.9509773254395
89,TLCD4-RWDD3,3.58895778656006
90,RFX5,5.56915044784546
91,C1orf122,31.6249713897705
92,CDA,0.313270896673203
93,RPTN,0.0307221785187721
94,FAM229A,0.972700953483582
95,CD55,1.1195901632309
96,MCOLN2,0.285413682460785
97,RASAL2,0.303807526826859
98,MEX3A,1.97220551967621
99,TGFBR3,16.6547317504883
100,PDIK1L,9.15702819824219
101,STUM,0.103969410061836
102,NDUFS5,108.565437316895
103,CHTOP,122.568733215332
104,ALG14,0.280276119709015
105,CD34,1.47914040088654
106,PTGFR,0.123197771608829
107,KCNA10,0.0358451940119267
108,FCMR,0.182583063840866
109,LYPLAL1,55.1298446655273
110,RABGGTB,95.428092956543
111,NFIA,14.6677656173706
112,ADSS2,60.9923400878906
113,PPIAL4E,0.0209382511675358
114,FMO3,0.420843303203583
115,NECTIN4,0.143987700343132
116,SMPDL3B,0.125375658273697
117,ITGA10,32.1793785095215
118,H3-4,0.0369835868477821
119,AGT,0.713208615779877
120,H3C14,0.459911584854126
121,RBM34,28.7538814544678
122,TTLL10,0.205894440412521
123,SPRR2G,0.245897591114044
124,FOXD2,0.178874880075455
125,EXOSC10,0.374006003141403
126,TAGLN2,26.3283576965332
127,IGSF9,1.34120047092438
128,CCDC163,2.10268712043762
129,ZC3H11A,21.2901382446289
130,USH2A,0.181758880615234
131,F3,14.9043836593628
132,ZNF670-ZNF695,49.0559730529785
133,S100A16,17.3974800109863
134,SPATA45,0.0514097847044468
135,FCER1G,0.223605677485466
136,HEYL,0.23617497086525
137,RBBP5,63.9668350219727
138,JMJD4,1.54843747615814
139,MLLT11,26.2343864440918
140,FAM110D,1.62408554553986
141,MMP23B,0.468777358531952
142,TMEM51,3.00310111045837
143,SLC26A9,0.103582322597504
144,VAV3,0.413200885057449
145,NTPCR,0.449355125427246
146,STIL,0.526721596717834
147,ZNF593OS,3.9137601852417
148,ARF1,932.757507324219
149,PCSK9,0.139887750148773
150,TRAPPC3,72.8460083007812
151,GLUL,80.3326110839844
152,CD5L,0.175103694200516
153,DISP3,0.733300626277924
154,SLC30A2,0.0351799800992012
155,LYSMD1,38.1396331787109
156,MPZ,10.235689163208
157,OR6Y1,0.0946904197335243
158,PEX19,0.774009943008423
159,OR2M3,0.181830033659935
160,KIAA2013,10.3696365356445
161,DNAJC16,30.255558013916
162,HDAC1,0.232380658388138
163,KCNT2,0.334313601255417
164,SH2D2A,1.24194228649139
165,IL22RA1,0.0836831107735634
166,CSMD2,0.128546938300133
167,NR1I3,0.2922702729702
168,LCE2C,0.153253555297852
169,TDRKH,0.307580232620239
170,PLOD1,0.365919589996338
171,SLC41A1,24.8401489257812
172,C8A,0.661892414093018
173,RXRG,0.0782114565372467
174,RGL1,7.12625694274902
175,PRKCZ,0.490405797958374
176,ZBTB18,26.6122417449951
177,RHD,0.317249566316605
178,SEMA6C,0.176307380199432
179,RHOU,0.128935888409615
180,FOXD3,0.0265325922518969
181,ZNF648,0.0466016009449959
182,MORN1,54.7513160705566
183,GOLPH3L,21.1975879669189
184,TMEM35B,39.9681625366211
185,PRKACB,0.603568911552429
186,OXCT2,0.0845812857151031
187,PARP1,47.8912925720215
188,S100A5,1.2479784488678
189,THRAP3,100.550354003906
190,UHMK1,97.198844909668
191,NECAP2,109.169120788574
192,NBPF3,0.569170415401459
193,H3C13,0.365602791309357
194,LYPD8,0.0379569828510284
195,C1orf35,8.44162940979004
196,HMGN2,91.2363586425781
197,CDC42,209.172988891602
198,RPA2,108.470024108887
199,ZMYM4,8.99526405334473
200,RAVER2,19.5769023895264
201,CTRC,0.356176882982254
202,RIIAD1,0.230402946472168
203,PLA2G5,0.117880888283253
204,NOTCH2NLA,0.285214513540268
205,PRDX6,69.7459411621094
206,IBA57,0.110888011753559
207,G0S2,1.19242215156555
208,TAS1R2,0.0876378789544106
209,FAM76A,19.6261501312256
210,PATJ,8.36246967315674
211,SRGAP2C,0.27043229341507
212,FMO2,0.695277690887451
213,ZNF670,13.0387620925903
214,MAN1C1,0.550327181816101
215,OSCP1,24.170618057251
216,SPATA46,0.333992123603821
217,ATP1A4,0.0425940304994583
218,LPGAT1,0.202704757452011
219,C1orf162,2.42564654350281
220,HSD3B2,0.273690402507782
221,OR2L3,0.182000756263733
222,B4GALT2,58.8319511413574
223,PGBD2,15.9237966537476
224,ORC1,14.4403591156006
225,GPR61,0.120387487113476
226,XPR1,0.355124861001968
227,PRAMEF25,0.0671872273087502
228,LACTBL1,0.0802398398518562
229,PAQR6,0.628392577171326
230,S100A10,60.7859382629395
231,OLFML2B,0.437176197767258
232,KIFAP3,14.256854057312
233,TOE1,47.8162651062012
234,ZFP69B,17.9735889434814
235,TAFA3,0.113653376698494
236,UCK2,6.09201812744141
237,BOLA1,17.845983505249
238,KCTD3,0.304693281650543
239,ACAP3,0.718821227550507
240,MT1HL1,0.0513039827346802
241,RPL22,12.9581098556519
242,ACTN2,9.64658451080322
243,CLSTN1,77.6851043701172
244,FAM43B,0.0713112726807594
245,COX20,18.2083892822266
246,PLA2G4A,2.48186421394348
247,NOL9,0.12726628780365
248,ESRRG,0.636875808238983
249,BROX,88.8048782348633
250,COPA,350.049865722656
251,PYGO2,20.9576473236084
252,PRR9,0.0523057468235493
253,UQCRHL,0.296787291765213
254,HMGB4,0.549519658088684
255,RHBDL2,0.0776012912392616
256,FH,29.5968704223633
257,CCDC17,0.541254341602325
258,MTF1,0.392471432685852
259,SELL,6.44524431228638
260,HPDL,3.32028126716614
261,GNG5,140.145721435547
262,GADD45A,159.735641479492
263,PPIH,4.01221990585327
264,TMEM88B,0.199053168296814
265,CTPS1,1.18462562561035
266,EPS15,1.25446975231171
267,KPRP,0.33341309428215
268,LEFTY2,0.13869397342205
269,TCHHL1,0.0448804758489132
270,GJB5,0.113729923963547
271,FMO1,0.215335547924042
272,DNAJC11,43.3089866638184
273,STX12,215.278900146484
274,WDR26,18.5286865234375
275,YARS1,62.1682052612305
276,OR13G1,0.0708937644958496
277,GPA33,0.126402616500854
278,TAF1A,3.57130217552185
279,ERMAP,32.7648086547852
280,SLAMF8,0.236963674426079
281,LRRC52,0.0441839210689068
282,IGSF21,0.24215292930603
283,PPOX,0.517357051372528
284,RORC,0.129351034760475
285,AMY2B,0.970605194568634
286,CA6,0.35660183429718
287,LCE3D,0.0679730027914047
288,SHISA4,5.49215650558472
289,ZBTB40,29.0778026580811
290,TXLNA,40.4688262939453
291,LCE1E,0.0717152282595634
292,RSRP1,6.34967851638794
293,H2AC20,3.55087065696716
294,PDZK1IP1,0.404685586690903
295,NBPF26,0.621799230575562
296,B4GALT3,32.0446166992188
297,SLC25A44,1.18380570411682
298,CASQ1,0.146857544779778
299,TMEM81,0.21928708255291
300,KCNA3,0.16786353290081
301,HSPB11,12.6291437149048
302,KHDRBS1,8.68945407867432
303,USP33,1.77145683765411
304,NAV1,0.457367599010468
305,CD1C,0.047326035797596
306,SPTA1,0.214484989643097
307,DCLRE1B,6.8311243057251
308,NASP,40.0474090576172
309,MSH4,0.27657550573349
310,OPN3,148.388458251953
311,DCAF8,98.2052764892578
312,MRPL24,115.602416992188
313,TEX46,1.17897403240204
314,IFNLR1,0.271731734275818
315,MTF2,114.050941467285
316,PLD5,0.147990137338638
317,PTPN22,2.04005360603333
318,SNX7,27.262228012085
319,SDE2,31.8379821777344
320,CDCA8,39.2922439575195
321,SLAMF7,0.405838966369629
322,KRTCAP2,47.6141090393066
323,SPOCD1,1.06532824039459
324,GREM2,1.08452606201172
325,FNDC10,0.165461957454681
326,LRRC40,52.519474029541
327,LMX1A,0.0468392297625542
328,MAD2L2,0.506459057331085
329,H3C15,1.04253661632538
330,GUK1,35.7884864807129
331,ELAVL4,0.948772549629211
332,AHCYL1,0.492650628089905
333,OR6K3,0.0945659726858139
334,SGIP1,17.3416519165039
335,ZBTB41,8.46022510528564
336,KDM1A,2.50961208343506
