,index,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
0,patient5_A12,2.1936487200239423,0.588001039909956,-0.8612848259667983,-0.13427555101223826,0.823918843492103,0.8501492758802526,-1.496159415098374,0.3837109505309769,-1.3776968420521019,0.34497419298901005,-1.4514094217789941,0.3800077080126036,-0.4386772838170584,1.1905833217491018,0.22488476759995957,0.487413039297107,2.237452638649596,0.9748727321236534,0.22756245460711638,0.6944269180831791,-0.04649755285416534,-0.9915342018569623,1.1465192141629148,-1.3833916774353183,1.8783176956367775,0.22381652607788524,0.4102351716900197,-1.5558021299376121,-0.2266827694833109,-0.4857103443077303,0.3538780720020097,0.8896806804053542,-0.5802611536315251,-0.6142043378125539,1.0463257130887353,2.173825340222111,-1.1118819663612651,0.08746724507818593,-1.8418997624345275,-1.7338361606852364,-0.19397657955688155,1.1650899059998827,-0.839565925654308,-0.8471449710907099,1.6281724532225148,1.2323108396690732,-0.9949369929759944,-0.3947761479866406,-1.3160579740754195,1.2272968058880993
1,patient5_A14,1.5321474007194065,-0.22376158492088669,1.096254754531023,-0.2997989371222863,-1.073648426418678,-0.2766693998756415,-0.32142734332211387,-0.6486579114295817,-0.5804128505691939,-0.06215907951874578,-0.6484470745170017,-2.0983406617035056,0.18402449918714148,0.7709165508407171,-1.820454673078495,2.2376404108896777,1.7730974205322796,-0.7024045213350075,1.3138773052698522,0.21566183662176353,-0.28709780440166993,0.8618177994038957,0.3783241956768067,-0.5781209887530556,-0.2054539092493235,1.218693604970495,-0.5211721853893937,0.3388411041355075,-0.6701995626659707,0.03531677681189238,0.6391333354974433,-0.2701452972879413,-2.0649937345247853,-0.9868053099533772,-1.3613893039732725,-1.1531649028191908,-0.9610953665735933,-1.7900930899811482,0.5187559520189625,-0.405559587617154,1.4359721221049582,-0.6743699035070946,-0.349634306438715,1.0436555982786193,-1.1021174669700649,-0.3415968438239033,0.5351679112711321,-0.5010432088951262,-0.9589878840598388,0.989672758085271
2,patient5_A20,-1.4064462493053556,-1.358340378419211,-1.3054674335362977,-2.2033450730209276,0.24572351593445638,-1.1549816660738927,-0.6562081596634936,0.5524480360819259,-0.46558880929806973,0.8807621340356816,0.13311441575443456,-1.471809473066106,0.4735573047919266,-1.3212145871587049,1.8912668634214835,0.5355834175966456,-0.24597633227606622,2.0018173899811207,1.2658354081896623,-0.6772868183687236,0.04285876873230843,1.5851504760775887,-1.1298369075659511,0.036879244499693625,-0.11367129048602875,0.24344472751477803,1.0340773331995536,-1.655807825701998,-0.49599168773293156,-0.7106063991942595,-0.055553461173000813,-0.44560233112518666,-0.3045641275293328,0.45546620420499434,1.5328676249496402,0.1946100128899463,-0.4975024899247344,-2.2329442553925416,-0.18924898173965898,-1.365644766540446,-0.9585920010930162,0.06342965846299002,-0.019488350080615745,-0.3831361354235036,0.19589389917457953,1.0719263179882368,-1.6081683710436312,-2.1738590398302136,-0.753305677032739,-0.6757021980238025
3,patient5_A22,-0.5219463125026702,-2.433322044083338,-0.9699429383654845,-0.19255124776688326,1.3895357339284724,0.0866397879341348,1.0690623121763052,-1.0116945480878055,-1.1453989812776637,1.1800113611959622,-0.30866678636063244,-0.39219189519306713,1.1156824353850878,-0.1968764260627482,0.8094538976038036,1.8442800247879938,1.4136185604701963,0.1434574976977537,-0.5782546701178263,0.8213840730876023,0.002075155515202392,0.5197986322266601,1.5049696762837532,-0.4761898254081294,-0.3392631875214063,-1.1952739171357167,-0.9363919845231335,-1.5373643064617013,0.22536958667933393,2.6440227121133932,0.5232060491366791,-0.04883758777697871,-1.1149457981918247,-2.624752891484423,0.8502058465736132,-0.038763963473109,-0.44548199284586876,-1.047116116754168,-0.821798381674355,1.3470879476989397,1.138119353702021,0.25436370189129154,0.04237409835110718,-0.37076998013533496,1.2756981376035386,-1.2329940504230723,-0.814354500714246,-0.6251883394175579,1.6921596037457471,0.5592029292224122
4,patient5_A4,0.8391749848523616,-2.664918303119305,2.318353427484581,-0.7164762518282464,-0.4988374806531777,0.3604037244224764,0.6242542140511884,-0.0867451700475477,1.5814010240567062,-0.7527021468344122,0.3064901771144459,0.7533868553894496,-0.43003078210766016,-0.24897213822515438,-0.3044959066853642,-0.2996953742813989,-0.5887116181711148,0.3562608877913424,-0.22758183912597416,-0.0432557259295136,-0.871793336622428,0.9741736860005361,0.07574596823725797,0.20914055520791053,-1.3601673422653124,1.8365471422183401,0.9660239904578876,-0.2922959295145476,-2.352631769798455,-0.8180105352782626,-0.4738051402320484,-0.5362300433553717,-0.7845436477240252,-1.0099420688326293,-1.9452823475235939,1.3012277972098043,0.7994795229179918,0.7354162015982219,-0.47356405269761753,1.019129417522369,0.984476707098781,1.0710887440295156,0.374178953435157,-0.4447797969206128,-1.8367014479909334,1.5666326731090903,-1.3737925535556152,-1.2483527674865416,-0.2932413707161841,-0.21869821816339946
5,patient5_A5,-0.1952972971950445,0.1601128876571146,-0.5677605105995643,0.32452107352092024,-1.1408723751497307,-0.015228930432779113,-0.3888533062204564,-0.016260417657870823,2.032617554334355,0.14453477510928875,-1.7483461383342958,1.3670647628270125,1.3650992036142013,1.2262209455472974,1.1259867839156104,0.572064842518792,0.6992036031188958,1.0678479883950158,-1.4923092120111872,-0.3103795799272958,-0.2514496719930035,0.16481659976574264,0.6998886830620181,1.5275475986295455,0.09699685737589925,0.5892080052896963,-1.453221761166079,0.5663366434362668,0.3010495917701019,-0.9355923302369762,0.12146279302739225,0.49789451325375805,1.5517712880869885,-0.19862432750312442,-1.5801137087984234,-0.1984750490543329,0.31098166005376343,-1.5225671732886,-0.6157669291963062,0.556521978379372,0.32134981681269315,-0.8163981154914352,1.5131819556973067,-0.37735314350731475,-1.5122468777805815,0.15862923293524223,-1.4484806460164579,-1.206478138204959,-0.7572986468596591,0.5851731120239198
6,patient5_A6,1.9221402447079032,-0.18689119531295337,-1.678409359553315,0.6737980477115174,0.5262110690835972,1.3565726853847286,-0.43838986341891656,0.12546500630874446,1.2555165471837257,0.1686299460373531,-1.633506110726155,-0.37957595616767753,0.788354481392612,-1.1941682851561568,0.048773195930362924,-0.6742672278177639,0.027850132413066674,0.4899664521926892,0.056512530736398205,0.612263375151232,-0.10591199307253642,-1.3253477262324225,1.8907319015893937,-0.9380533242682598,-2.215032885790467,-0.4687547674147359,-0.30186004989325405,1.5302990335210676,-1.7574637751763698,0.19963896208758686,0.9039393990180806,0.07378413649861022,-2.102422619154231,0.04855832421575589,-2.9590444736032175,-0.08016505971673567,0.598676518569701,-0.3708417546654704,2.3555426380055464,1.2864258585171318,0.7511599830860336,0.6328865437852909,-0.29328401948627386,-1.01085279790074,-1.9349132549651509,-0.5957350194346851,0.6778310365786411,-0.4980937173523854,1.4629482068683626,1.2995735556502037
7,patient5_B1,1.1355045919269153,-0.13484049612437135,-0.04968275739285643,0.49514125192519265,0.4749160552404813,1.600202775648529,-0.6169694072920097,0.6018590789028103,1.8482751936175745,-0.09842810411685834,-2.6168131693800354,-1.0741402342130637,-2.0231080192569166,1.8879891708573155,-0.6717904039418644,0.03724802021356957,-1.8036163402897156,-0.7837978961477676,-0.8188530980472478,-0.7256298334896052,0.20852066736588207,-0.34782454761240256,-0.11769949462630175,0.0671516393776177,-0.7707726560855546,0.19956119603319172,-0.2655871534059736,1.5132657376711396,-0.533739288756164,0.19088388015396993,0.9025014282583692,-0.47980263585855526,-0.0612184174904623,-1.2118499170015167,0.46929158638112983,-0.0006743244831453379,1.1820938105120613,-0.7370303769932698,0.28327082788871044,0.5578632299750831,-1.2343339012555792,0.1479851740028231,-1.0292368051201375,0.9583158929502618,1.8595912292947854,0.330700923441885,0.823764625811938,-0.010697002749352022,-0.029906494434093826,-0.8787031205456082
8,patient5_B12,1.5846471362082262,0.5189555948610312,-0.3318363712616015,0.2680720411741173,-0.6412686693386352,-0.3380574538163368,0.5312282761702847,-0.1935520434991315,1.5213464303796647,-1.1601212919995298,1.1322826279800868,1.3978128885433412,0.009817159739612195,0.8005627165108556,-0.37153418751485684,0.3829002172919819,-2.144609499820754,0.2877045074898755,-0.8189191662311337,1.7473705058895777,0.6291633388981632,-0.11578576149987882,-1.136353398841281,0.7464352847736303,1.3438652061426761,0.020690417246575162,1.17302089508602,-0.7355412498317491,1.3593635283694885,0.43480027929195425,-0.8449748958304772,-0.1197089444525401,0.8169226175609011,-1.5801587521153064,-0.6322397185493029,-2.0208660578382447,0.5604963339423041,1.1938391710141596,-1.0228924091835827,0.9644456181047579,-0.19456621899583273,0.43527157756613916,0.7733907058433183,-0.5324467603429569,-0.4027683735440451,0.15196319951493925,1.2525079386416893,1.619979850238174,-0.47365401737985663,-0.5128800118622873
9,patient5_B13,-0.06134635377703343,-0.5477501121340136,0.25316192189238146,-1.2487589177294258,0.046527437546824216,-0.4837477866558254,-0.5521764544226225,-0.1332423677393657,1.1303290664533467,0.0308354950389144,1.7413821765832342,1.2693354320545212,-0.7337575274251541,-1.210784903759049,0.4806869991274096,-0.6364943165318038,1.2220502226594467,0.9809240891881833,-0.4377395733471116,-0.18887873450567266,-0.33913321614447295,-1.1221810906658714,-0.3315470419473081,-0.5779686319482116,-1.9310179867774713,-0.2792694416119537,-0.0549769106170059,1.1266881883511013,-0.2014450296516549,-1.632912927088089,0.4620438983858976,-0.8426345245956455,-0.6456556556443158,0.9912452654244981,0.00976114887351765,-0.20252521411193405,1.7527008291971937,-1.437620482295622,-0.8719057675107846,1.2284127664928757,0.40599535696264827,0.6546509113497078,1.2365998748671623,-0.005025289503469338,-0.0034911443288938382,-0.884666937131392,-1.402994826492635,2.151419927495145,1.163384882032262,-1.7338313677488892
